HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.video_name,Input.video_length_second,Input.behavior_name,Input.video_link,Answer.endTimeList,Answer.opinionList,Answer.startTimeList,Approve,Reject
,,,,,,,,,,,,,,,phillipa,,,,,,,,,,,,mmqW12d1S8U_VP8.webm,104.234,frown,http://de9gdh88sy4yi.cloudfront.net/mmqW12d1S8U_VP8.webm,End Time|6.0505|7.2641|8.7842|39.0634|47.4523|52.5919|100.2689,Behavior|Behavior|Behavior|Behavior|Behavior|Behavior|Behavior|Behavior,Start Time|3.8505|6.2641|7.9442|38.1034|46.4122|51.5919|97.3489,,
