video_url_mp4,video_url_webm,title,start_time,end_time,gt_start_times,gt_end_times,gt_tags
http://cs.ubc.ca/~troniak/wrench_hs.mp4,http://cs.ubc.ca/~troniak/wrench_hs.webm,,0.0,30.0
