video_url_mp4,video_url_webm,title,start_time,end_time,gt_start_times,gt_end_times,gt_tags
http://cs.ubc.ca/~troniak/wrench_hs.mp4,http://cs.ubc.ca/~troniak/wrench_hs.webm,,0.0,2.0
http://cs.ubc.ca/~troniak/wrench_hs.mp4,http://cs.ubc.ca/~troniak/wrench_hs.webm,,2.0,4.0
http://cs.ubc.ca/~troniak/wrench_hs.mp4,http://cs.ubc.ca/~troniak/wrench_hs.webm,,4.0,6.0
http://cs.ubc.ca/~troniak/wrench_hs.mp4,http://cs.ubc.ca/~troniak/wrench_hs.webm,,6.0,8.0
http://cs.ubc.ca/~troniak/wrench_hs.mp4,http://cs.ubc.ca/~troniak/wrench_hs.webm,,8.0,10.0
http://cs.ubc.ca/~troniak/wrench_hs.mp4,http://cs.ubc.ca/~troniak/wrench_hs.webm,,10.0,12.0
http://cs.ubc.ca/~troniak/wrench_hs.mp4,http://cs.ubc.ca/~troniak/wrench_hs.webm,,12.0,14.0
http://cs.ubc.ca/~troniak/wrench_hs.mp4,http://cs.ubc.ca/~troniak/wrench_hs.webm,,14.0,16.0
http://cs.ubc.ca/~troniak/wrench_hs.mp4,http://cs.ubc.ca/~troniak/wrench_hs.webm,,16.0,18.0
http://cs.ubc.ca/~troniak/wrench_hs.mp4,http://cs.ubc.ca/~troniak/wrench_hs.webm,,18.0,20.0
http://cs.ubc.ca/~troniak/wrench_hs.mp4,http://cs.ubc.ca/~troniak/wrench_hs.webm,,20.0,22.0
http://cs.ubc.ca/~troniak/wrench_hs.mp4,http://cs.ubc.ca/~troniak/wrench_hs.webm,,22.0,24.0
http://cs.ubc.ca/~troniak/wrench_hs.mp4,http://cs.ubc.ca/~troniak/wrench_hs.webm,,24.0,26.0
http://cs.ubc.ca/~troniak/wrench_hs.mp4,http://cs.ubc.ca/~troniak/wrench_hs.webm,,26.0,28.0
http://cs.ubc.ca/~troniak/wrench_hs.mp4,http://cs.ubc.ca/~troniak/wrench_hs.webm,,28.0,30.0
